Base License Number,Base Name,DBA,Year,Month,Month Name,Date,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles,,
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2018,4,April,April-2018,8127,0,221,,
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2021,10,October,October-2021,193,0,4,,
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2020,4,April,April-2020,568,0,19,,
B03016,BEST DEAL BLACK INC.,,2018,10,October,October-2018,6870,303,36,,
B00277,ALL CITY CORP TRANS INC,,2018,4,April,April-2018,1549,0,39,,
B02537,ALLTOWN LIMO CORP.,,2015,10,October,October-2015,2536,0,92,,
B03011,GOOD DAY TRANSPORTATION INC,,2017,12,December,December-2017,204,0,4,,
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2017,12,December,December-2017,17,0,4,,
B00277,ALL CITY CORP TRANS INC,,2015,12,December,December-2015,2790,0,53,,
B02825,GUADALUPANA II CAR & LIMO INC,,2019,3,March,March-2019,6219,0,26,,
B02653,NEW COLLEGE CAR SVCE INC,,2017,7,July,July-2017,14484,0,80,,
B00619,"HOLA CAR SERVICE,INC.",,2015,10,October,October-2015,701,0,6,,
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2021,6,June,June-2021,245,0,2,,
B01233,NEW LACONIA RAD DISP INC,,2021,6,June,June-2021,6692,0,32,,
B02303,MINEOLA TRANSPORTATION INC.,,2018,3,March,March-2018,44,0,3,,
B02110,"OPTIMUM CAR & LIMO, INC.",,2015,8,August,August-2015,2689,0,11,,
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2017,7,July,July-2017,1723,0,26,,
B00856,BEE-BEE CAR SERVICE INC.,,2017,1,January,January-2017,16075,0,72,,
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2018,6,June,June-2018,2198,0,21,,
B02535,LFS LIMO CORP.,,2021,4,April,April-2021,3,0,2,,
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2018,11,November,November-2018,708,141,9,,
B02609,BERLINEZ INC,,2015,10,October,October-2015,1043,0,12,,
B02011,EXECUTIVE TOWN CAR & LIMO CORP.,,2018,1,January,January-2018,158,0,10,,
B02491,CALL THREES LLC,,2018,2,February,February-2018,73,0,1,,
B02860,EVERY WHERE LIMO SERVICE INC.,,2021,1,January,January-2021,15,0,4,,
B02245,OCEANA CAR AND LIMO,,2015,12,December,December-2015,7519,0,24,,
B03185,G&J LUXURY TRANSPORTATION INC,,2019,11,November,November-2019,4,0,2,,
B00196,NEW EASY WAY RADIO DISP INC,,2021,4,April,April-2021,39,0,2,,
B03050,"TORINKO NY, LLC",,2020,9,September,September-2020,33,0,10,,
B02037,KINGSDALE DISPATCH INC,,2015,8,August,August-2015,2671,0,13,,
B01263,"RACHEL'S CAR SERVICE,INC.",,2019,4,April,April-2019,3671,0,15,,
B01236,BLS LIMO SVC OF NY INC,,2017,6,June,June-2017,2998,0,45,,
B03072,CONVENIENCE RIDE TRANSPORTATION SERVICES INC.,,2021,6,June,June-2021,54,0,1,,
B01445,J T TRANS CO INC,,2015,10,October,October-2015,4843,0,62,,
B02515,OLS LIMOUSINE SERVICE INC.,,2016,3,March,March-2016,32,0,3,,
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2019,8,August,August-2019,903,0,30,,
B02440,MLL LIMOUSINE SERVICES INC.,,2019,7,July,July-2019,658,0,24,,
B02803,OUTSIDE'S CAR SERVICE INC.,,2019,10,October,October-2019,7897,0,38,,
B02905,PUEBLA LUXURY CORP,,2020,6,June,June-2020,4909,0,30,,
B03100,MORELOS CAR SERVICE INC.,,2021,11,November,November-2021,267,0,2,,
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2021,1,January,January-2021,1475,0,28,,
B02508,"DISPATCH CENTRAL, INC.",,2015,8,August,August-2015,43,0,10,,
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2019,9,September,September-2019,1918,0,19,,
B01525,NORTHSIDE BK LLC,,2017,7,July,July-2017,4773,0,106,,
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2021,4,April,April-2021,23781,0,140,,
B00411,FONE-A-CAR INC,,2019,4,April,April-2019,1055,0,49,,
B00987,MARLBORO CAR SERVICE INC.,,2019,6,June,June-2019,4826,0,19,,
B01432,TOVAR TRANSPORTATION INC,,2018,9,September,September-2018,2047,0,13,,
B01065,EL BARRIO'S CAR SERVICE LLC,,2021,6,June,June-2021,8316,0,51,,
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",,2015,6,June,June-2015,294,0,15,,
B00457,PREMIUM BRONX CORP,,2018,3,March,March-2018,400,0,66,,
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2021,5,May,May-2021,2607,0,24,,
B02736,TRINITY CAR SERVICE INC,,2020,5,May,May-2020,296,0,6,,
B02787,SEMPERIDE LLC,,2018,7,July,July-2018,47,0,9,,
B02391,"BAYRIDGE EXPRESS, INC",,2022,3,March,March-2022,728,0,2,,
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2020,1,January,January-2020,68,0,17,,
B02536,SEAGULL RIDE CORP,,2021,5,May,May-2021,4106,0,25,,
B03262,ROYALTY FAMILY CORP,,2021,1,January,January-2021,258,0,10,,
B00111,SKYLINE CREDIT RIDE INC,,2019,10,October,October-2019,8545,0,169,,
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2020,1,January,January-2020,912,0,32,,
B03250,SALAM CAR SERVICE INC.,,2021,12,December,December-2021,917,0,6,,
B02285,"VALERA GLOBAL, INC.",,2015,2,February,February-2015,5811,0,110,,
B02947,"ONIX TRANSPORTATION, INC",,2021,3,March,March-2021,4317,0,35,,
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2017,9,September,September-2017,2192,0,29,,
B02360,BRIDGES LIMOUSINE INC,EXCELLENT LIMOUSINE,2018,4,April,April-2018,118,0,8,,
B01341,A NEW DAY RAD DISP INC,,2021,9,September,September-2021,95,0,5,,
B02298,NYG LIMOUSINE LLC,,2021,6,June,June-2021,72,0,1,,
B01145,ULTRA RADIO DISP INC,,2016,3,March,March-2016,36856,0,161,,
B01466,FIVE STAR,,2018,2,February,February-2018,1703,0,19,,
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2018,2,February,February-2018,598,0,29,,
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2017,12,December,December-2017,718,0,24,,
B01145,ULTRA RADIO DISP INC,,2020,1,January,January-2020,40364,0,236,,
B02144,"SILVER STAR LIMOUSINES, INC.",,2017,8,August,August-2017,249,0,11,,
B01118,INTERNATIONAL CAR SERVICE INC.,,2017,7,July,July-2017,226,0,8,,
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2019,1,January,January-2019,19349,0,126,,
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2019,1,January,January-2019,191,0,4,,
B02912,FIRST CLASS LUXURY INC,,2022,1,January,January-2022,837,0,6,,
B02921,"GRAVITAS PRIMO,LLC",,2019,3,March,March-2019,1,0,1,,
B02975,LI YANG LIMOUSINE INC,,2022,2,February,February-2022,2634,0,20,,
B02975,LI YANG LIMOUSINE INC,,2018,4,April,April-2018,2924,0,20,,
B02762,SHOWTIME TRANSPORTATION CORP.,,2019,9,September,September-2019,1518,0,16,,
B03242,U1ST TRANSPORTATION SERVICES LLC,,2020,7,July,July-2020,157,0,5,,
B03263,RITZY TRANSPORTATION CORP.,,2022,2,February,February-2022,333,0,2,,
B02814,BELL LX INC,,2017,5,May,May-2017,3116,0,15,,
B02022,GOLD SEAL CAR & LIMO INC.,,2017,2,February,February-2017,957,0,32,,
B01231,GO CAR CORP.,,2017,3,March,March-2017,6734,0,33,,
B02298,NYG LIMOUSINE LLC,,2017,6,June,June-2017,870,0,34,,
B02795,LIMO SEVEN TRANSPORTATION INC,,2020,2,February,February-2020,5812,0,37,,
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2017,10,October,October-2017,1441,0,13,,
B02429,SEAGULL RIDE CORP,,2016,6,June,June-2016,442,0,3,,
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2020,10,October,October-2020,2640,0,15,,
B02397,CHICO EXPRESS CORP. 2,,2017,6,June,June-2017,1420,0,6,,
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2018,1,January,January-2018,3134,0,19,,
B03343,"GRACEFUL TRANSPORTATION, INC",,2022,2,February,February-2022,37,0,2,,
B00475,RIDGE TRANSPORTATION CORP.,,2016,12,December,December-2016,3961,0,9,,
B00837,CAREY LIMO N Y INC,,2018,5,May,May-2018,10799,0,213,,
B00559,7 OCEAN EXPRESS INC.,,2020,2,February,February-2020,228,0,16,,
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2021,2,February,February-2021,3719,0,13,,
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2017,10,October,October-2017,2787,0,11,,
B01467,NEW EXPERIENCE #1 INC,,2019,10,October,October-2019,5186,0,54,,
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2015,9,September,September-2015,3876,0,80,,
B00860,SEAMAN RADIO DISPATCHERS INC,,2021,12,December,December-2021,5818,0,37,,
B02148,MAVRIK TRANS INC.,,2021,7,July,July-2021,187,0,14,,
B00225,DELANCEY TRANSPORTATION INC.,,2020,12,December,December-2020,7120,0,79,,
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2017,1,January,January-2017,166,0,34,,
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2019,3,March,March-2019,1407,0,62,,
B01340,UNICAR COMPANY INC,,2021,6,June,June-2021,7306,0,45,,
B01821,EMPIRE TRANSPORTATION SERVICE INC.,,2020,5,May,May-2020,489,0,5,,
B00296,PRIME TIME TRANS. INC,,2018,4,April,April-2018,1184,0,36,,
B03113,MIKE'S VIP TRANSPORTATION INC.,,2018,11,November,November-2018,634,0,7,,
B02355,BWJ GROUP INC,,2017,11,November,November-2017,1489,0,8,,
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2016,12,December,December-2016,97,0,17,,
B02379,THE OPTION TRANSPORTATION CORP.,,2020,2,February,February-2020,2902,0,20,,
B01236,BLS LIMO SVC OF NY INC,,2020,6,June,June-2020,101,0,14,,
B02709,DASH CAR SERVICE CORP,,2019,5,May,May-2019,1056,0,3,,
B01466,FIVE STAR,,2019,1,January,January-2019,1408,0,20,,
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2019,3,March,March-2019,669,0,32,,
B02416,"NEW STORM CAR SERVICE, INC.",,2020,12,December,December-2020,3815,0,6,,
B02308,NORWOOD CAR & LIMO INC.,,2015,11,November,November-2015,1196,0,23,,
B01777,PREMIUM RADIO DISP & MULTI SVC,,2017,9,September,September-2017,16888,0,183,,
B01148,EVELYN CAR SERVICE INC,,2019,11,November,November-2019,4096,0,36,,
B01190,NEW BELL CAR SERVICE CORP,,2019,4,April,April-2019,3888,0,19,,
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2017,9,September,September-2017,30608,0,171,,
B03104,GCC TRANSPORTATION LLC.,,2021,6,June,June-2021,4058,0,8,,
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2019,3,March,March-2019,6211,0,157,,
B01386,FENIX PREMIUM CORP.,,2018,2,February,February-2018,4455,0,21,,
B02096,"CET GROUP, INC",,2019,3,March,March-2019,816,0,94,,
B03060,EASTLAND BLACK CARS CORP,,2021,10,October,October-2021,7839,0,35,,
B02180,PEGASUS TRANSPORT SERVICE INC.,,2019,7,July,July-2019,23,0,6,,
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2020,3,March,March-2020,178,0,8,,
B00652,RESCUE C/S INC,,2016,4,April,April-2016,6839,0,18,,
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2018,8,August,August-2018,1926,0,14,,
B01970,GRAFE STREET SERVICE CORP.,,2021,12,December,December-2021,167,0,5,,
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2015,5,May,May-2015,3243,0,15,,
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2017,8,August,August-2017,2784,0,19,,
B03128,RIDE SMART CORP.,,2021,7,July,July-2021,2862,0,9,,
B01282,NEW LOTS C/S INC,,2021,1,January,January-2021,3021,0,24,,
B01432,TOVAR TRANSPORTATION INC,,2019,11,November,November-2019,2230,0,10,,
B01146,CHURCH AVE C/S INC,,2018,4,April,April-2018,7680,0,41,,
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2019,12,December,December-2019,688,0,31,,
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2020,12,December,December-2020,2138,0,8,,
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2017,7,July,July-2017,4685,0,44,,
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2018,7,July,July-2018,4020,0,13,,
B01351,HADERECH CAR SERVICE INC,,2015,4,April,April-2015,1123,0,6,,
B02670,STRIDE TRANSPORTATION INC.,,2018,12,December,December-2018,863,0,44,,
B02990,GO MY SEDAN LLC,,2020,12,December,December-2020,57,0,3,,
B03156,EPIC CAR SERVICE INC.,,2020,12,December,December-2020,1313,0,11,,
B01467,NEW EXPERIENCE #1 INC,,2016,6,June,June-2016,16679,0,77,,
B02664,CORPORATE CAR LTD.,,2020,2,February,February-2020,127,0,30,,
B00225,DELANCEY TRANSPORTATION INC.,,2019,3,March,March-2019,5575,0,34,,
B02460,CABOT LIMO NY CORP.,,2016,5,May,May-2016,1302,0,33,,
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2020,11,November,November-2020,852,0,9,,
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2019,4,April,April-2019,33,0,6,,
B01437,MERENGUE LIMO & C/S INC,,2020,9,September,September-2020,16303,0,90,,
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",,2020,12,December,December-2020,71,0,4,,
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2022,1,January,January-2022,2728,0,93,,
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",,2021,1,January,January-2021,100,0,4,,
B00375,THE EXCELLENT C/S INC,,2016,2,February,February-2016,20426,0,99,,
B03209,PARAMOUNT TRANSPORT INC.,,2022,3,March,March-2022,609,0,9,,
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2021,2,February,February-2021,1739,0,16,,
B03236,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2020,7,July,July-2020,263,0,21,,
B01625,GLOBE CAR SERVICE INC,,2019,10,October,October-2019,1174,0,5,,
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2017,2,February,February-2017,16096,0,90,,
B00477,INTA-BORO ACRES INC,,2021,11,November,November-2021,2443,0,57,,
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2020,11,November,November-2020,2883,0,12,,
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2018,11,November,November-2018,61,0,2,,
B01339,R C AUDUBON SVC INC,,2020,11,November,November-2020,6377,0,50,,
B02460,CABOT LIMO NY CORP.,,2016,10,October,October-2016,1341,0,28,,
B02537,ALLTOWN LIMO CORP.,,2021,3,March,March-2021,2728,0,25,,
B02517,LOS PAISANOS LUXURY C/S INC.,,2017,3,March,March-2017,422,0,16,,
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2018,7,July,July-2018,116,0,1,,
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,,2020,1,January,January-2020,5736,0,31,,
B02229,NEW FAT INC.,ELEGANTE,2017,6,June,June-2017,6856,0,69,,
B02273,BENI'S LIMOUSINE SERVICE INC,,2020,9,September,September-2020,1,0,1,,
B02553,"NEW JUBILEE CAR SERVICE, INC.",,2018,5,May,May-2018,2629,0,22,,
B00385,DELINCE CAR LIVERY SERVICE CORP.,WHITE TOP CAR SERVICE,2016,4,April,April-2016,1172,0,34,,
B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",,2015,4,April,April-2015,577,0,5,,
B03038,"SOUTH BRONX TRANSPORTATION,INC.",,2019,7,July,July-2019,374,0,9,,
B01777,PREMIUM RADIO DISP & MULTI SVC,,2020,3,March,March-2020,1993,0,68,,
B03110,BETTER CAR & LIMOUSINE SERVICE INC,BELTWAY CAR SERVICE,2019,6,June,June-2019,490,0,6,,
B03128,RIDE SMART CORP.,,2020,1,January,January-2020,1222,0,9,,
B02897,FC LIMOUSINE INC,,2016,7,July,July-2016,270,0,15,,
B01875,ON LINE LIMOUSINE LLC,,2018,4,April,April-2018,1716,0,34,,
B01492,MOBILE #1 CAR SERVICE INC.,,2015,9,September,September-2015,977,0,48,,
B02406,MY SEDAN LLC,,2021,3,March,March-2021,34,0,1,,
B01877,U.S.A. LIMO. INC.,BLUE LINE,2018,2,February,February-2018,5114,0,145,,
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2017,10,October,October-2017,2761,0,63,,
B02793,SEAVIEW ISLAND CAR SERVICE,,2017,9,September,September-2017,243,0,6,,
B01424,EAGLE CAR & LIMO LTD.,,2017,6,June,June-2017,383,0,2,,
B02738,EXPLORER CAR SERVICE INC.,,2017,12,December,December-2017,2077,0,24,,
B01553,CITY LINE CAR SERVICE INC,,2021,10,October,October-2021,2602,0,12,,
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2015,12,December,December-2015,500,0,23,,
B00411,FONE-A-CAR INC,,2020,8,August,August-2020,193,0,54,,
B01525,NORTHSIDE BK LLC,,2017,10,October,October-2017,5470,0,127,,
B01124,COOPERATIVA CLBNA DE CON INC,,2017,4,April,April-2017,8160,0,54,,
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2018,8,August,August-2018,133,0,10,,
B03218,CHOICE TRANSPORTATION CORP.,,2022,2,February,February-2022,16,0,2,,
B00860,SEAMAN RADIO DISPATCHERS INC,,2021,2,February,February-2021,6063,0,45,,
B03217,RRD TRANSPORTATION INC,,2019,5,May,May-2019,1,0,1,,
B01877,U.S.A. LIMO. INC.,BLUE LINE,2017,11,November,November-2017,6110,0,153,,
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2018,8,August,August-2018,910,0,11,,
B01721,W.K. CAR & LIMO SERVICE INC,,2017,1,January,January-2017,5484,0,33,,
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2017,11,November,November-2017,1459,0,2,,
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2021,6,June,June-2021,1704,0,31,,
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2017,8,August,August-2017,3455,0,68,,
B03338,A & T NYC LIMO LLC,,2021,6,June,June-2021,43,0,1,,
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2017,1,January,January-2017,3268,0,79,,
B02834,811 TRANSIT CORP,,2021,5,May,May-2021,1709,0,8,,
B01877,U.S.A. LIMO. INC.,BLUE LINE,2015,6,June,June-2015,8093,0,164,,
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2018,6,June,June-2018,8007,0,22,,
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2015,9,September,September-2015,1780,0,73,,
B01282,NEW LOTS C/S INC,,2015,9,September,September-2015,23435,0,80,,
B01190,NEW BELL CAR SERVICE CORP,,2019,3,March,March-2019,3748,0,18,,
B03135,28 EXPRESS INC.,,2019,3,March,March-2019,13,0,1,,
B01540,ROCKAWAY VIP SERVICE INC.,,2021,12,December,December-2021,292,0,9,,
B00652,RESCUE C/S INC,,2019,9,September,September-2019,1848,0,12,,
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2021,5,May,May-2021,1522,0,13,,
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2021,9,September,September-2021,775,0,22,,
B01625,GLOBE CAR SERVICE INC,,2016,11,November,November-2016,2321,0,6,,
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2018,9,September,September-2018,884,0,11,,
B02491,CALL THREES LLC,,2018,7,July,July-2018,94,0,1,,
B00987,MARLBORO CAR SERVICE INC.,,2022,2,February,February-2022,700,0,18,,
B02799,CHURCH AVENUE EXPRESS INC,,2017,12,December,December-2017,1956,0,7,,
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2021,9,September,September-2021,9607,0,26,,
B01614,R TRANSPORT INC,,2016,3,March,March-2016,1223,0,13,,
B02391,"BAYRIDGE EXPRESS, INC",,2019,5,May,May-2019,152,0,1,,
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2018,9,September,September-2018,7798,0,108,,
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2020,10,October,October-2020,2035,0,10,,
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2018,2,February,February-2018,7620,0,21,,
B01998,FIRST CORPORATE SEDANS INC.,,2015,4,April,April-2015,13893,0,336,,
B01536,FIRST CLASS C/L SVC CORP,,2017,8,August,August-2017,18972,0,125,,
B02629,CARLUX LIMO INC.,,2021,1,January,January-2021,91,0,5,,
B02144,"SILVER STAR LIMOUSINES, INC.",,2015,7,July,July-2015,191,0,8,,
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2015,12,December,December-2015,2184,0,6,,
B02453,MCW CAR & LIMO INC.,,2018,8,August,August-2018,38,0,8,,
B03074,BLACKBIRD WORLDWIDE CORP,,2021,4,April,April-2021,88,0,6,,
B00346,MERRICK C/S INC,,2019,1,January,January-2019,1413,0,5,,
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2016,10,October,October-2016,4790,0,19,,
B02249,"LA RAZA CAR SERVICE, INC.",,2020,2,February,February-2020,1464,0,10,,
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2021,9,September,September-2021,956,0,12,,
B02852,OP CAR SERVICE INC.,,2020,12,December,December-2020,194,0,7,,
B02994,99 CAR SERVICES INC.,,2017,10,October,October-2017,132,0,3,,
B01016,810 CAR SVCE CORP,,2017,2,February,February-2017,1708,0,65,,
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2018,6,June,June-2018,1786,0,9,,
B00053,CHARGE AND RIDE INC,,2018,6,June,June-2018,855,0,61,,
B01065,EL BARRIO'S CAR SERVICE LLC,,2017,1,January,January-2017,15095,0,93,,
B02173,ADMIRE LLP LLC,,2019,1,January,January-2019,81,0,3,,
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2017,5,May,May-2017,6102,0,15,,
B03022,BLACK CAR EXPRESS.COM CORP,,2018,9,September,September-2018,113,0,2,,
B02717,ZOOM CAR SERVICE INC.,,2017,2,February,February-2017,717,0,3,,
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2021,10,October,October-2021,1458,0,6,,
B02379,THE OPTION TRANSPORTATION CORP.,,2016,7,July,July-2016,320,0,11,,
B02525,"HTP, INC.",,2018,1,January,January-2018,1029,0,19,,
B03012,MEGA LIMO SERVICES INC.,,2018,10,October,October-2018,2267,0,13,,
B02243,BARONAS LUXURY II INC,,2018,4,April,April-2018,9008,0,90,,
B01196,DIPLO RAD DISP INC,,2016,9,September,September-2016,18522,0,141,,
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2017,10,October,October-2017,2583,0,10,,
B02389,"EMBARQUE N.Y., INC.",,2015,6,June,June-2015,1606,0,19,,
B03050,"TORINKO NY, LLC",,2021,6,June,June-2021,69,0,8,,
B03096,QUDOS FLEET NEW YORK 1 LLC,,2019,10,October,October-2019,189,0,46,,
B01537,S.I. SPEED INC.,,2022,2,February,February-2022,950,0,3,,
B01312,BROOKLYN RAD DISP INC,,2020,8,August,August-2020,33298,0,313,,
B02996,FOREVER BLUE CAR SERVICE INC.,,2019,6,June,June-2019,1460,0,22,,
B03316,BLADE URBAN GROUND MOBILITY LLC.,BLADE,2020,10,October,October-2020,24,0,1,,
B01928,DISCOVER LIMO INC,INFINITY LIMO,2017,10,October,October-2017,47,0,11,,
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2021,2,February,February-2021,1895,0,7,,
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,1,January,January-2017,3057,0,10,,
B03038,"SOUTH BRONX TRANSPORTATION,INC.",,2018,5,May,May-2018,533,0,7,,
B01339,R C AUDUBON SVC INC,,2017,6,June,June-2017,16204,0,127,,
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2016,6,June,June-2016,2639,0,45,,
B01984,NY 88 EXPRESS CORP.,,2021,2,February,February-2021,3403,0,29,,
B02491,CALL THREES LLC,,2017,12,December,December-2017,80,0,1,,
B03074,BLACKBIRD WORLDWIDE CORP,,2020,1,January,January-2020,310,0,11,,
B03240,ARECIBO EXPRESS INC.,,2020,12,December,December-2020,366,0,19,,
B00477,INTA-BORO ACRES INC,,2018,12,December,December-2018,5411,0,150,,
B02252,ASIANA LIMOUSINE INC.,,2017,1,January,January-2017,1,0,1,,
B02279,MATAMOROS CAR SERVICE INC.,,2021,9,September,September-2021,689,0,4,,
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2015,12,December,December-2015,9058,0,40,,
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2018,9,September,September-2018,226,0,5,,
B01118,INTERNATIONAL CAR SERVICE INC.,,2019,1,January,January-2019,254,0,5,,
B01811,IVOIRE LIMO INC.,,2022,1,January,January-2022,965,0,19,,
B00318,APPLE RADIO CARS INC,,2019,7,July,July-2019,2924,0,20,,
B03023,HERMANY LIMO TRANSPORTATION LLC,,2019,3,March,March-2019,195,0,3,,
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2018,1,January,January-2018,48,0,3,,
B02315,LA MORENITA CAR LIMO SERVICE INC,,2019,3,March,March-2019,3733,0,11,,
B03101,MBS LIMOS LTD,,2022,3,March,March-2022,3,0,1,,
B00014,NY ONE CORP CAR INC,,2020,12,December,December-2020,661,0,129,,
B01846,ROMANTIQUE LIMOUSINE INC.,,2020,3,March,March-2020,12,0,7,,
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2017,11,November,November-2017,58,0,12,,
B03158,SPOTON.PET LLC,,2018,10,October,October-2018,23,0,5,,
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2017,10,October,October-2017,72,0,17,,
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2019,12,December,December-2019,442,0,9,,
B00222,"REYNO CAR SVC, INC.",,2019,4,April,April-2019,1911,0,12,,
B03022,BLACK CAR EXPRESS.COM CORP,,2020,3,March,March-2020,18,0,2,,
B02273,BENI'S LIMOUSINE SERVICE INC,,2020,7,July,July-2020,2,0,1,,
B01537,S.I. SPEED INC.,,2018,4,April,April-2018,3989,0,11,,
B03164,KISS LUXURY TRANSPORTATION INC.,,2020,11,November,November-2020,2644,0,18,,
B01726,SUPER CLASS RADIO DISP INC,,2019,7,July,July-2019,8926,0,58,,
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2019,10,October,October-2019,218,0,11,,
